Track ID,Entry time,Exit Time,Movement Tracks
1,6,438,458,513,445,513,445,510,447,512,445,517,446,509,389,509,383,516,372,527,318,536,363,537,380,536,372,523,371,516,362,515,361,510,370,513,374,513,383,512,370,482,372,477,357,508,301,516,364,518,452,517,382,511,366,511,370,519,364,510,375,517,445,474,444,479,369,481,364,480,360,510,358,520,361,528,359,519,359,522,360,525,360,516,361,510,365,508,364,512,306,518,363,514,306,515,355,513,197,513,222,473,224,474,222,472,290,469,288,467,223,470
2,42,498,808,404,809,405,798,405,790,405,801,404,805,406,808,401,811,404,809,403,810,402,807,404,809,403,811,463,818,399,812,346,816,410,813,408,807,403,802,341,802,463,801,464,806,400,798,465,799,342,802,402,805,402,803,402,807,347,803,344,806,348,805,404,812,351,857,350,905,404,937,402,946,408,942,418,956,353,969,403,896,344,904,343,923,345,924,340,921,347,902,414,900,338,856,341,720,402,697,406,732,410,755,460,740,420,736,419,734,473,737,474,735,422,737,421,736,468,755,416,766,418,766,420,765,462,766,419,762,459,769,411,765,352,767,344,765,345,767,343,802,347,884,342
